year,district,call_year,wdid,gnis_id,may_swe,peak_swe,apr_fx_apr_to_sep,may_fx_apr_to_sep,apr_eddi30d,may_eddi30d,apr_eddi90d,may_eddi90d,apr_eddi180d,may_eddi180d,apr_eddi1y,may_eddi1y
1970,01,1939.5672043010752,0100839,201759,NA,NA,302,333,NA,NA,NA,NA,NA,NA,NA,NA
1970,01,1939.5672043010752,0100843,201759,NA,NA,302,333,NA,NA,NA,NA,NA,NA,NA,NA
1970,01,1939.5672043010752,0102003,201759,NA,NA,302,333,NA,NA,NA,NA,NA,NA,NA,NA
1970,02,1941.744623655914,0200740,201759,NA,NA,302,333,NA,NA,NA,NA,NA,NA,NA,NA
1970,02,1941.744623655914,0201015,201759,NA,NA,302,333,NA,NA,NA,NA,NA,NA,NA,NA
1970,02,1941.744623655914,0203375,184959,NA,NA,302,333,NA,NA,NA,NA,NA,NA,NA,NA
1970,04,1943.6102150537631,0400766,205019,NA,NA,132,140,NA,NA,NA,NA,NA,NA,NA,NA
1970,04,1943.6102150537631,0400861,177565,NA,NA,132,140,NA,NA,NA,NA,NA,NA,NA,NA
1970,04,1943.6102150537631,0400868,177536,NA,NA,132,140,NA,NA,NA,NA,NA,NA,NA,NA
1970,04,1943.6102150537631,0404167,177922,NA,NA,132,140,NA,NA,NA,NA,NA,NA,NA,NA
1970,05,1943.6102150537631,0500991,205012,NA,NA,100,115,NA,NA,NA,NA,NA,NA,NA,NA
1970,05,1943.6102150537631,0502131,178186,NA,NA,100,115,NA,NA,NA,NA,NA,NA,NA,NA
1970,05,1943.6102150537631,0504081,178348,NA,NA,100,115,NA,NA,NA,NA,NA,NA,NA,NA
1970,06,1943.6102150537631,0602105,180974,NA,NA,70,78,NA,NA,NA,NA,NA,NA,NA,NA
1970,06,1943.6102150537631,0604256,178467,NA,NA,70,78,NA,NA,NA,NA,NA,NA,NA,NA
1970,64,1935.4139784946235,6400503,201759,NA,NA,302,333,NA,NA,NA,NA,NA,NA,NA,NA
1970,64,1935.4139784946235,6402411,201759,NA,NA,302,333,NA,NA,NA,NA,NA,NA,NA,NA
1970,64,1935.4139784946235,6499999,201759,NA,NA,302,333,NA,NA,NA,NA,NA,NA,NA,NA
1971,01,1929.8629032258063,0100839,201759,NA,NA,250,282,NA,NA,NA,NA,NA,NA,NA,NA
1971,01,1929.8629032258063,0100843,201759,NA,NA,250,282,NA,NA,NA,NA,NA,NA,NA,NA
1971,01,1929.8629032258063,0102003,201759,NA,NA,250,282,NA,NA,NA,NA,NA,NA,NA,NA
1971,02,1931.19623655914,0200740,201759,NA,NA,250,282,NA,NA,NA,NA,NA,NA,NA,NA
1971,02,1931.19623655914,0201015,201759,NA,NA,250,282,NA,NA,NA,NA,NA,NA,NA,NA
1971,02,1931.19623655914,0203375,184959,NA,NA,250,282,NA,NA,NA,NA,NA,NA,NA,NA
1971,04,1935.05376344086,0400766,205019,NA,NA,112,117,NA,NA,NA,NA,NA,NA,NA,NA
1971,04,1935.05376344086,0400861,177565,NA,NA,112,117,NA,NA,NA,NA,NA,NA,NA,NA
1971,04,1935.05376344086,0400868,177536,NA,NA,112,117,NA,NA,NA,NA,NA,NA,NA,NA
1971,04,1935.05376344086,0404167,177922,NA,NA,112,117,NA,NA,NA,NA,NA,NA,NA,NA
1971,05,1935.05376344086,0500991,205012,NA,NA,78,95,NA,NA,NA,NA,NA,NA,NA,NA
1971,05,1935.05376344086,0502131,178186,NA,NA,78,95,NA,NA,NA,NA,NA,NA,NA,NA
1971,05,1935.05376344086,0504081,178348,NA,NA,78,95,NA,NA,NA,NA,NA,NA,NA,NA
1971,06,1935.05376344086,0602105,180974,NA,NA,60,70,NA,NA,NA,NA,NA,NA,NA,NA
1971,06,1935.05376344086,0604256,178467,NA,NA,60,70,NA,NA,NA,NA,NA,NA,NA,NA
1971,64,1924.564516129032,6400503,201759,NA,NA,250,282,NA,NA,NA,NA,NA,NA,NA,NA
1971,64,1924.564516129032,6402411,201759,NA,NA,250,282,NA,NA,NA,NA,NA,NA,NA,NA
1971,64,1924.564516129032,6499999,201759,NA,NA,250,282,NA,NA,NA,NA,NA,NA,NA,NA
1972,01,1898.075268817204,0100839,201759,NA,NA,195,195,NA,NA,NA,NA,NA,NA,NA,NA
1972,01,1898.075268817204,0100843,201759,NA,NA,195,195,NA,NA,NA,NA,NA,NA,NA,NA
1972,01,1898.075268817204,0102003,201759,NA,NA,195,195,NA,NA,NA,NA,NA,NA,NA,NA
1972,02,1897.6559139784947,0200740,201759,NA,NA,195,195,NA,NA,NA,NA,NA,NA,NA,NA
1972,02,1897.6559139784947,0201015,201759,NA,NA,195,195,NA,NA,NA,NA,NA,NA,NA,NA
1972,02,1897.6559139784947,0203375,184959,NA,NA,195,195,NA,NA,NA,NA,NA,NA,NA,NA
1972,04,1898.1129032258063,0400766,205019,NA,NA,90,90,NA,NA,NA,NA,NA,NA,NA,NA
1972,04,1898.1129032258063,0400861,177565,NA,NA,90,90,NA,NA,NA,NA,NA,NA,NA,NA
1972,04,1898.1129032258063,0400868,177536,NA,NA,90,90,NA,NA,NA,NA,NA,NA,NA,NA
1972,04,1898.1129032258063,0404167,177922,NA,NA,90,90,NA,NA,NA,NA,NA,NA,NA,NA
1972,05,1898.1129032258063,0500991,205012,NA,NA,60,60,NA,NA,NA,NA,NA,NA,NA,NA
1972,05,1898.1129032258063,0502131,178186,NA,NA,60,60,NA,NA,NA,NA,NA,NA,NA,NA
1972,05,1898.1129032258063,0504081,178348,NA,NA,60,60,NA,NA,NA,NA,NA,NA,NA,NA
1972,06,1898.1129032258063,0602105,180974,NA,NA,45,45,NA,NA,NA,NA,NA,NA,NA,NA
1972,06,1898.1129032258063,0604256,178467,NA,NA,45,45,NA,NA,NA,NA,NA,NA,NA,NA
1972,64,1892.22311827957,6400503,201759,NA,NA,195,195,NA,NA,NA,NA,NA,NA,NA,NA
1972,64,1892.22311827957,6402411,201759,NA,NA,195,195,NA,NA,NA,NA,NA,NA,NA,NA
1972,64,1892.22311827957,6499999,201759,NA,NA,195,195,NA,NA,NA,NA,NA,NA,NA,NA
1973,01,1940.510752688172,0100839,201759,NA,NA,177,213,NA,NA,NA,NA,NA,NA,NA,NA
1973,01,1940.510752688172,0100843,201759,NA,NA,177,213,NA,NA,NA,NA,NA,NA,NA,NA
1973,01,1940.510752688172,0102003,201759,NA,NA,177,213,NA,NA,NA,NA,NA,NA,NA,NA
1973,02,1943.1155913978496,0200740,201759,NA,NA,177,213,NA,NA,NA,NA,NA,NA,NA,NA
1973,02,1943.1155913978496,0201015,201759,NA,NA,177,213,NA,NA,NA,NA,NA,NA,NA,NA
1973,02,1943.1155913978496,0203375,184959,NA,NA,177,213,NA,NA,NA,NA,NA,NA,NA,NA
1973,04,1940.4408602150536,0400766,205019,NA,NA,82,95,NA,NA,NA,NA,NA,NA,NA,NA
1973,04,1940.4408602150536,0400861,177565,NA,NA,82,95,NA,NA,NA,NA,NA,NA,NA,NA
1973,04,1940.4408602150536,0400868,177536,NA,NA,82,95,NA,NA,NA,NA,NA,NA,NA,NA
1973,04,1940.4408602150536,0404167,177922,NA,NA,82,95,NA,NA,NA,NA,NA,NA,NA,NA
1973,05,1940.4408602150536,0500991,205012,NA,NA,55,70,NA,NA,NA,NA,NA,NA,NA,NA
1973,05,1940.4408602150536,0502131,178186,NA,NA,55,70,NA,NA,NA,NA,NA,NA,NA,NA
1973,05,1940.4408602150536,0504081,178348,NA,NA,55,70,NA,NA,NA,NA,NA,NA,NA,NA
1973,06,1940.4408602150536,0602105,180974,NA,NA,40,48,NA,NA,NA,NA,NA,NA,NA,NA
1973,06,1940.4408602150536,0604256,178467,NA,NA,40,48,NA,NA,NA,NA,NA,NA,NA,NA
1973,64,1943.47311827957,6400503,201759,NA,NA,177,213,NA,NA,NA,NA,NA,NA,NA,NA
1973,64,1943.47311827957,6402411,201759,NA,NA,177,213,NA,NA,NA,NA,NA,NA,NA,NA
1973,64,1943.47311827957,6499999,201759,NA,NA,177,213,NA,NA,NA,NA,NA,NA,NA,NA
1974,01,1909.5564516129032,0100839,201759,NA,NA,237,242,NA,NA,NA,NA,NA,NA,NA,NA
1974,01,1909.5564516129032,0100843,201759,NA,NA,237,242,NA,NA,NA,NA,NA,NA,NA,NA
1974,01,1909.5564516129032,0102003,201759,NA,NA,237,242,NA,NA,NA,NA,NA,NA,NA,NA
1974,02,1911.9274193548388,0200740,201759,NA,NA,237,242,NA,NA,NA,NA,NA,NA,NA,NA
1974,02,1911.9274193548388,0201015,201759,NA,NA,237,242,NA,NA,NA,NA,NA,NA,NA,NA
1974,02,1911.9274193548388,0203375,184959,NA,NA,237,242,NA,NA,NA,NA,NA,NA,NA,NA
1974,04,1910.4489247311828,0400766,205019,NA,NA,110,112,NA,NA,NA,NA,NA,NA,NA,NA
1974,04,1910.4489247311828,0400861,177565,NA,NA,110,112,NA,NA,NA,NA,NA,NA,NA,NA
1974,04,1910.4489247311828,0400868,177536,NA,NA,110,112,NA,NA,NA,NA,NA,NA,NA,NA
1974,04,1910.4489247311828,0404167,177922,NA,NA,110,112,NA,NA,NA,NA,NA,NA,NA,NA
1974,05,1910.4489247311828,0500991,205012,NA,NA,75,75,NA,NA,NA,NA,NA,NA,NA,NA
1974,05,1910.4489247311828,0502131,178186,NA,NA,75,75,NA,NA,NA,NA,NA,NA,NA,NA
1974,05,1910.4489247311828,0504081,178348,NA,NA,75,75,NA,NA,NA,NA,NA,NA,NA,NA
1974,06,1910.4489247311828,0602105,180974,NA,NA,52,55,NA,NA,NA,NA,NA,NA,NA,NA
1974,06,1910.4489247311828,0604256,178467,NA,NA,52,55,NA,NA,NA,NA,NA,NA,NA,NA
1974,64,1901.1021505376343,6400503,201759,NA,NA,237,242,NA,NA,NA,NA,NA,NA,NA,NA
1974,64,1901.1021505376343,6402411,201759,NA,NA,237,242,NA,NA,NA,NA,NA,NA,NA,NA
1974,64,1901.1021505376343,6499999,201759,NA,NA,237,242,NA,NA,NA,NA,NA,NA,NA,NA
1975,01,1914.6666666666667,0100839,201759,NA,NA,245,272,NA,NA,NA,NA,NA,NA,NA,NA
1975,01,1914.6666666666667,0100843,201759,NA,NA,245,272,NA,NA,NA,NA,NA,NA,NA,NA
1975,01,1914.6666666666667,0102003,201759,NA,NA,245,272,NA,NA,NA,NA,NA,NA,NA,NA
1975,02,1909.0672043010752,0200740,201759,NA,NA,245,272,NA,NA,NA,NA,NA,NA,NA,NA
1975,02,1909.0672043010752,0201015,201759,NA,NA,245,272,NA,NA,NA,NA,NA,NA,NA,NA
1975,02,1909.0672043010752,0203375,184959,NA,NA,245,272,NA,NA,NA,NA,NA,NA,NA,NA
1975,04,1910.975806451613,0400766,205019,NA,NA,110,120,NA,NA,NA,NA,NA,NA,NA,NA
1975,04,1910.975806451613,0400861,177565,NA,NA,110,120,NA,NA,NA,NA,NA,NA,NA,NA
1975,04,1910.975806451613,0400868,177536,NA,NA,110,120,NA,NA,NA,NA,NA,NA,NA,NA
1975,04,1910.975806451613,0404167,177922,NA,NA,110,120,NA,NA,NA,NA,NA,NA,NA,NA
1975,05,1910.975806451613,0500991,205012,NA,NA,80,92,NA,NA,NA,NA,NA,NA,NA,NA
1975,05,1910.975806451613,0502131,178186,NA,NA,80,92,NA,NA,NA,NA,NA,NA,NA,NA
1975,05,1910.975806451613,0504081,178348,NA,NA,80,92,NA,NA,NA,NA,NA,NA,NA,NA
1975,06,1910.975806451613,0602105,180974,NA,NA,55,60,NA,NA,NA,NA,NA,NA,NA,NA
1975,06,1910.975806451613,0604256,178467,NA,NA,55,60,NA,NA,NA,NA,NA,NA,NA,NA
1975,64,1916.456989247312,6400503,201759,NA,NA,245,272,NA,NA,NA,NA,NA,NA,NA,NA
1975,64,1916.456989247312,6402411,201759,NA,NA,245,272,NA,NA,NA,NA,NA,NA,NA,NA
1975,64,1916.456989247312,6499999,201759,NA,NA,245,272,NA,NA,NA,NA,NA,NA,NA,NA
1976,01,1891.4032258064517,0100839,201759,NA,NA,188,183,NA,NA,NA,NA,NA,NA,NA,NA
1976,01,1891.4032258064517,0100843,201759,NA,NA,188,183,NA,NA,NA,NA,NA,NA,NA,NA
1976,01,1891.4032258064517,0102003,201759,NA,NA,188,183,NA,NA,NA,NA,NA,NA,NA,NA
1976,02,1889.6102150537631,0200740,201759,NA,NA,188,183,NA,NA,NA,NA,NA,NA,NA,NA
1976,02,1889.6102150537631,0201015,201759,NA,NA,188,183,NA,NA,NA,NA,NA,NA,NA,NA
1976,02,1889.6102150537631,0203375,184959,NA,NA,188,183,NA,NA,NA,NA,NA,NA,NA,NA
1976,04,1890.951612903226,0400766,205019,NA,NA,92,88,NA,NA,NA,NA,NA,NA,NA,NA
1976,04,1890.951612903226,0400861,177565,NA,NA,92,88,NA,NA,NA,NA,NA,NA,NA,NA
1976,04,1890.951612903226,0400868,177536,NA,NA,92,88,NA,NA,NA,NA,NA,NA,NA,NA
1976,04,1890.951612903226,0404167,177922,NA,NA,92,88,NA,NA,NA,NA,NA,NA,NA,NA
1976,05,1890.951612903226,0500991,205012,NA,NA,60,60,NA,NA,NA,NA,NA,NA,NA,NA
1976,05,1890.951612903226,0502131,178186,NA,NA,60,60,NA,NA,NA,NA,NA,NA,NA,NA
1976,05,1890.951612903226,0504081,178348,NA,NA,60,60,NA,NA,NA,NA,NA,NA,NA,NA
1976,06,1890.951612903226,0602105,180974,NA,NA,36,35,NA,NA,NA,NA,NA,NA,NA,NA
1976,06,1890.951612903226,0604256,178467,NA,NA,36,35,NA,NA,NA,NA,NA,NA,NA,NA
1976,64,1874.5779569892472,6400503,201759,NA,NA,188,183,NA,NA,NA,NA,NA,NA,NA,NA
1976,64,1874.5779569892472,6402411,201759,NA,NA,188,183,NA,NA,NA,NA,NA,NA,NA,NA
1976,64,1874.5779569892472,6499999,201759,NA,NA,188,183,NA,NA,NA,NA,NA,NA,NA,NA
1977,01,1888.6370967741937,0100839,201759,NA,NA,92,98,NA,NA,NA,NA,NA,NA,NA,NA
1977,01,1888.6370967741937,0100843,201759,NA,NA,92,98,NA,NA,NA,NA,NA,NA,NA,NA
1977,01,1888.6370967741937,0102003,201759,NA,NA,92,98,NA,NA,NA,NA,NA,NA,NA,NA
1977,02,1882.717741935484,0200740,201759,NA,NA,92,98,NA,NA,NA,NA,NA,NA,NA,NA
1977,02,1882.717741935484,0201015,201759,NA,NA,92,98,NA,NA,NA,NA,NA,NA,NA,NA
1977,02,1882.717741935484,0203375,184959,NA,NA,92,98,NA,NA,NA,NA,NA,NA,NA,NA
1977,04,1885.1478494623657,0400766,205019,NA,NA,42,45,NA,NA,NA,NA,NA,NA,NA,NA
1977,04,1885.1478494623657,0400861,177565,NA,NA,42,45,NA,NA,NA,NA,NA,NA,NA,NA
1977,04,1885.1478494623657,0400868,177536,NA,NA,42,45,NA,NA,NA,NA,NA,NA,NA,NA
1977,04,1885.1478494623657,0404167,177922,NA,NA,42,45,NA,NA,NA,NA,NA,NA,NA,NA
1977,05,1885.1478494623657,0500991,205012,NA,NA,28,30,NA,NA,NA,NA,NA,NA,NA,NA
1977,05,1885.1478494623657,0502131,178186,NA,NA,28,30,NA,NA,NA,NA,NA,NA,NA,NA
1977,05,1885.1478494623657,0504081,178348,NA,NA,28,30,NA,NA,NA,NA,NA,NA,NA,NA
1977,06,1885.1478494623657,0602105,180974,NA,NA,22,23,NA,NA,NA,NA,NA,NA,NA,NA
1977,06,1885.1478494623657,0604256,178467,NA,NA,22,23,NA,NA,NA,NA,NA,NA,NA,NA
1977,64,1885.793010752688,6400503,201759,NA,NA,92,98,NA,NA,NA,NA,NA,NA,NA,NA
1977,64,1885.793010752688,6402411,201759,NA,NA,92,98,NA,NA,NA,NA,NA,NA,NA,NA
1977,64,1885.793010752688,6499999,201759,NA,NA,92,98,NA,NA,NA,NA,NA,NA,NA,NA
1978,01,1887.951612903226,0100839,201759,NA,NA,260,230,NA,NA,NA,NA,NA,NA,NA,NA
1978,01,1887.951612903226,0100843,201759,NA,NA,260,230,NA,NA,NA,NA,NA,NA,NA,NA
1978,01,1887.951612903226,0102003,201759,NA,NA,260,230,NA,NA,NA,NA,NA,NA,NA,NA
1978,02,1886.215053763441,0200740,201759,NA,NA,260,230,NA,NA,NA,NA,NA,NA,NA,NA
1978,02,1886.215053763441,0201015,201759,NA,NA,260,230,NA,NA,NA,NA,NA,NA,NA,NA
1978,02,1886.215053763441,0203375,184959,NA,NA,260,230,NA,NA,NA,NA,NA,NA,NA,NA
1978,04,1888.3440860215053,0400766,205019,NA,NA,120,105,NA,NA,NA,NA,NA,NA,NA,NA
1978,04,1888.3440860215053,0400861,177565,NA,NA,120,105,NA,NA,NA,NA,NA,NA,NA,NA
1978,04,1888.3440860215053,0400868,177536,NA,NA,120,105,NA,NA,NA,NA,NA,NA,NA,NA
1978,04,1888.3440860215053,0404167,177922,NA,NA,120,105,NA,NA,NA,NA,NA,NA,NA,NA
1978,05,1888.3440860215053,0500991,205012,NA,NA,85,75,NA,NA,NA,NA,NA,NA,NA,NA
1978,05,1888.3440860215053,0502131,178186,NA,NA,85,75,NA,NA,NA,NA,NA,NA,NA,NA
1978,05,1888.3440860215053,0504081,178348,NA,NA,85,75,NA,NA,NA,NA,NA,NA,NA,NA
1978,06,1888.3440860215053,0602105,180974,NA,NA,55,50,NA,NA,NA,NA,NA,NA,NA,NA
1978,06,1888.3440860215053,0604256,178467,NA,NA,55,50,NA,NA,NA,NA,NA,NA,NA,NA
1978,64,1871.6532258064517,6400503,201759,NA,NA,260,230,NA,NA,NA,NA,NA,NA,NA,NA
1978,64,1871.6532258064517,6402411,201759,NA,NA,260,230,NA,NA,NA,NA,NA,NA,NA,NA
1978,64,1871.6532258064517,6499999,201759,NA,NA,260,230,NA,NA,NA,NA,NA,NA,NA,NA
1979,01,1945.774193548387,0100839,201759,142.2,309.9,474,455,NA,NA,NA,NA,NA,NA,NA,NA
1979,01,1945.774193548387,0100843,201759,142.2,309.9,474,455,NA,NA,NA,NA,NA,NA,NA,NA
1979,01,1945.774193548387,0102003,201759,142.2,309.9,474,455,NA,NA,NA,NA,NA,NA,NA,NA
1979,02,1931.5860215053765,0200740,201759,142.2,309.9,474,455,NA,NA,NA,NA,NA,NA,NA,NA
1979,02,1931.5860215053765,0201015,201759,142.2,309.9,474,455,NA,NA,NA,NA,NA,NA,NA,NA
1979,02,1931.5860215053765,0203375,184959,142.2,309.9,474,455,NA,NA,NA,NA,NA,NA,NA,NA
1979,04,1940.1075268817203,0400766,205019,NA,NA,125,122,NA,NA,NA,NA,NA,NA,NA,NA
1979,04,1940.1075268817203,0400861,177565,NA,NA,125,122,NA,NA,NA,NA,NA,NA,NA,NA
1979,04,1940.1075268817203,0400868,177536,NA,NA,125,122,NA,NA,NA,NA,NA,NA,NA,NA
1979,04,1940.1075268817203,0404167,177922,NA,NA,125,122,NA,NA,NA,NA,NA,NA,NA,NA
1979,05,1923.8440860215053,0500991,205012,NA,NA,95,90,NA,NA,NA,NA,NA,NA,NA,NA
1979,05,1923.8440860215053,0502131,178186,NA,NA,95,90,NA,NA,NA,NA,NA,NA,NA,NA
1979,05,1923.8440860215053,0504081,178348,NA,NA,95,90,NA,NA,NA,NA,NA,NA,NA,NA
1979,06,1923.8440860215053,0602105,180974,142.2,309.9,51,50,NA,NA,NA,NA,NA,NA,NA,NA
1979,06,1923.8440860215053,0604256,178467,142.2,309.9,51,50,NA,NA,NA,NA,NA,NA,NA,NA
1979,07,1923.0564516129032,0700812,181805,NA,NA,203,193,NA,NA,NA,NA,NA,NA,NA,NA
1979,07,1923.0564516129032,0702108,181545,NA,NA,203,193,NA,NA,NA,NA,NA,NA,NA,NA
1979,08,1923.502688172043,0801000,201759,NA,NA,203,193,NA,NA,NA,NA,NA,NA,NA,NA
1979,08,1923.502688172043,0801180,185069,NA,NA,203,193,NA,NA,NA,NA,NA,NA,NA,NA
1979,09,1946.314516129032,0902107,182308,NA,NA,203,193,NA,NA,NA,NA,NA,NA,NA,NA
1979,09,1946.314516129032,0904288,182148,NA,NA,203,193,NA,NA,NA,NA,NA,NA,NA,NA
1979,64,1951.5913978494625,6400503,201759,142.2,309.9,474,455,NA,NA,NA,NA,NA,NA,NA,NA
1979,64,1951.5913978494625,6402411,201759,142.2,309.9,474,455,NA,NA,NA,NA,NA,NA,NA,NA
1979,64,1951.5913978494625,6499999,201759,142.2,309.9,474,455,NA,NA,NA,NA,NA,NA,NA,NA
1979,80,1922.6774193548388,8002107,182383,NA,NA,203,193,NA,NA,NA,NA,NA,NA,NA,NA
1979,80,1922.6774193548388,8002126,183481,NA,NA,203,193,NA,NA,NA,NA,NA,NA,NA,NA
1979,80,1922.6774193548388,8003550,201759,NA,NA,203,193,NA,NA,NA,NA,NA,NA,NA,NA
1980,01,1937.97311827957,0100839,201759,528.3,528.3,533,550,-1.435004184,-0.180669456,-1.74907113,-1.263857741,-1.294317992,-1.265974895,-0.946694561,-1.02707113
1980,01,1937.97311827957,0100843,201759,528.3,528.3,533,550,-1.435004184,-0.180669456,-1.74907113,-1.263857741,-1.294317992,-1.265974895,-0.946694561,-1.02707113
1980,01,1937.97311827957,0102003,201759,528.3,528.3,533,550,-1.435004184,-0.180669456,-1.74907113,-1.263857741,-1.294317992,-1.265974895,-0.946694561,-1.02707113
1980,01,1937.97311827957,0108327,201759,528.3,528.3,533,550,-1.435004184,-0.180669456,-1.74907113,-1.263857741,-1.294317992,-1.265974895,-0.946694561,-1.02707113
1980,01,1937.97311827957,0108327,201759,528.3,528.3,533,550,-1.435004184,-0.180669456,-1.74907113,-1.263857741,-1.294317992,-1.265974895,-0.946694561,-1.02707113
1980,01,1937.97311827957,0108327,201759,528.3,528.3,533,550,-1.435004184,-0.180669456,-1.74907113,-1.263857741,-1.294317992,-1.265974895,-0.946694561,-1.02707113
1980,01,1937.97311827957,0110900,201759,528.3,528.3,533,550,-1.435004184,-0.180669456,-1.74907113,-1.263857741,-1.294317992,-1.265974895,-0.946694561,-1.02707113
1980,01,1937.97311827957,0110900,201759,528.3,528.3,533,550,-1.435004184,-0.180669456,-1.74907113,-1.263857741,-1.294317992,-1.265974895,-0.946694561,-1.02707113
1980,01,1937.97311827957,0110900,201759,528.3,528.3,533,550,-1.435004184,-0.180669456,-1.74907113,-1.263857741,-1.294317992,-1.265974895,-0.946694561,-1.02707113
1980,02,1937.537634408602,0200740,201759,528.3,528.3,533,550,-1.471421053,-0.197526316,-1.865052632,-1.252105263,-1.432578947,-1.240105263,-0.956263158,-0.973842105
1980,02,1937.537634408602,0201015,201759,528.3,528.3,533,550,-1.471421053,-0.197526316,-1.865052632,-1.252105263,-1.432578947,-1.240105263,-0.956263158,-0.973842105
1980,02,1937.537634408602,0203375,184959,528.3,528.3,533,550,-1.471421053,-0.197526316,-1.865052632,-1.252105263,-1.432578947,-1.240105263,-0.956263158,-0.973842105
1980,02,1937.537634408602,0203936,201759,528.3,528.3,533,550,-1.471421053,-0.197526316,-1.865052632,-1.252105263,-1.432578947,-1.240105263,-0.956263158,-0.973842105
1980,02,1937.537634408602,0203936,201759,528.3,528.3,533,550,-1.471421053,-0.197526316,-1.865052632,-1.252105263,-1.432578947,-1.240105263,-0.956263158,-0.973842105
1980,02,1937.537634408602,0208828,201759,528.3,528.3,533,550,-1.471421053,-0.197526316,-1.865052632,-1.252105263,-1.432578947,-1.240105263,-0.956263158,-0.973842105
1980,02,1937.537634408602,0208828,201759,528.3,528.3,533,550,-1.471421053,-0.197526316,-1.865052632,-1.252105263,-1.432578947,-1.240105263,-0.956263158,-0.973842105
1980,04,1940.228494623656,0400766,205019,NA,NA,130,130,-1.493452381,-0.43797619,-1.644047619,-1.350535714,-1.164345238,-1.280357143,-0.694047619,-0.791607143
1980,04,1940.228494623656,0400861,177565,NA,NA,130,130,-1.493452381,-0.43797619,-1.644047619,-1.350535714,-1.164345238,-1.280357143,-0.694047619,-0.791607143
1980,04,1940.228494623656,0400868,177536,NA,NA,130,130,-1.493452381,-0.43797619,-1.644047619,-1.350535714,-1.164345238,-1.280357143,-0.694047619,-0.791607143
1980,04,1940.228494623656,0404167,177922,NA,NA,130,130,-1.493452381,-0.43797619,-1.644047619,-1.350535714,-1.164345238,-1.280357143,-0.694047619,-0.791607143
1980,04,1940.228494623656,0400559,177536,NA,NA,130,130,-1.493452381,-0.43797619,-1.644047619,-1.350535714,-1.164345238,-1.280357143,-0.694047619,-0.791607143
1980,04,1940.228494623656,0400639,205019,NA,NA,130,130,-1.493452381,-0.43797619,-1.644047619,-1.350535714,-1.164345238,-1.280357143,-0.694047619,-0.791607143
1980,04,1940.228494623656,0405057,205019,NA,NA,130,130,-1.493452381,-0.43797619,-1.644047619,-1.350535714,-1.164345238,-1.280357143,-0.694047619,-0.791607143
1980,05,1940.228494623656,0500991,205012,650.24,706.12,95,100,-1.341121495,-0.398785047,-1.346448598,-1.032897196,-0.86317757,-1.019906542,-0.462523364,-0.567663551
1980,05,1940.228494623656,0502131,178186,650.24,706.12,95,100,-1.341121495,-0.398785047,-1.346448598,-1.032897196,-0.86317757,-1.019906542,-0.462523364,-0.567663551
1980,05,1940.228494623656,0504081,178348,650.24,706.12,95,100,-1.341121495,-0.398785047,-1.346448598,-1.032897196,-0.86317757,-1.019906542,-0.462523364,-0.567663551
1980,05,1940.228494623656,0500796,178283,650.24,706.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1980,06,1940.228494623656,0602105,180974,528.3,528.3,58,60,-1.2014,-0.3739,-0.9722,-0.9379,-0.6329,-0.8354,-0.3757,-0.4564
1980,06,1940.228494623656,0604256,178467,528.3,528.3,58,60,-1.2014,-0.3739,-0.9722,-0.9379,-0.6329,-0.8354,-0.3757,-0.4564
1980,06,1940.228494623656,0604255,178467,528.3,528.3,58,60,-1.2014,-0.3739,-0.9722,-0.9379,-0.6329,-0.8354,-0.3757,-0.4564
1980,07,1934.965053763441,0700812,181805,NA,NA,250,260,-1.236638655,-0.461848739,-1.027394958,-1.135546218,-0.739243697,-0.969747899,-0.381260504,-0.53
1980,07,1934.965053763441,0702108,181545,NA,NA,250,260,-1.236638655,-0.461848739,-1.027394958,-1.135546218,-0.739243697,-0.969747899,-0.381260504,-0.53
1980,07,1934.965053763441,0700859,181545,NA,NA,250,260,-1.236638655,-0.461848739,-1.027394958,-1.135546218,-0.739243697,-0.969747899,-0.381260504,-0.53
1980,07,1934.965053763441,0703391,181805,NA,NA,250,260,-1.236638655,-0.461848739,-1.027394958,-1.135546218,-0.739243697,-0.969747899,-0.381260504,-0.53
1980,08,1934.715053763441,0801000,201759,NA,NA,250,260,-1.300643939,-0.560227273,-1.218825758,-1.188939394,-1.067727273,-1.266969697,-0.730871212,-0.908636364
1980,08,1934.715053763441,0801180,185069,NA,NA,250,260,-1.300643939,-0.560227273,-1.218825758,-1.188939394,-1.067727273,-1.266969697,-0.730871212,-0.908636364
1980,08,1934.715053763441,0801020,201759,NA,NA,250,260,-1.300643939,-0.560227273,-1.218825758,-1.188939394,-1.067727273,-1.266969697,-0.730871212,-0.908636364
1980,08,1934.715053763441,0808159,201759,NA,NA,250,260,-1.300643939,-0.560227273,-1.218825758,-1.188939394,-1.067727273,-1.266969697,-0.730871212,-0.908636364
1980,09,1952.139784946237,0902107,182308,NA,NA,250,260,-1.242903226,-0.503709677,-1.032419355,-1.094032258,-0.677258065,-0.959354839,-0.368870968,-0.554032258
1980,09,1952.139784946237,0904288,182148,NA,NA,250,260,-1.242903226,-0.503709677,-1.032419355,-1.094032258,-0.677258065,-0.959354839,-0.368870968,-0.554032258
1980,09,1952.139784946237,0901591,182308,NA,NA,250,260,-1.242903226,-0.503709677,-1.032419355,-1.094032258,-0.677258065,-0.959354839,-0.368870968,-0.554032258
